Timestamp,Device,Location,Incident_Type,Severity,CPU_Usage,Memory_Usage,Packet_Loss_Percentage,Resource_Stress,Network_Stress
2026-05-18 22:16:03.235966,R2-Branch,Delhi,High CPU Usage,Warning,76,62,3.61,138,36.1
2026-05-18 22:21:03.235966,R2-Branch,Delhi,Packet Loss,Warning,60,66,5.77,126,57.7
2026-05-18 22:26:03.235966,SW2-Distribution,Delhi,BGP Neighbor Down,Major,62,57,4.55,119,45.5
2026-05-18 22:31:03.235966,FW1-Perimeter,Bangalore,Packet Loss,Warning,78,57,3.63,135,36.3
2026-05-18 22:36:03.235966,R1-Core,Bangalore,Latency Spike,Warning,53,41,0.39,94,3.9
2026-05-18 22:41:03.235966,FW1-Perimeter,Delhi,Latency Spike,Warning,64,68,5.51,132,55.1
2026-05-18 22:46:03.235966,R1-Core,Mumbai,BGP Neighbor Down,Major,39,35,0.49,74,4.9
2026-05-18 22:51:03.235966,FW1-Perimeter,Pune,Memory Utilization High,Warning,68,61,6.18,129,61.8
2026-05-18 22:56:03.235966,SW1-Access,Delhi,BGP Neighbor Down,Major,79,72,3.47,151,34.7
2026-05-18 23:01:03.235966,FW1-Perimeter,Delhi,Packet Loss,Warning,59,53,2.71,112,27.1
2026-05-18 23:06:03.235966,FW1-Perimeter,Mumbai,BGP Neighbor Down,Major,60,57,3.23,117,32.3
2026-05-18 23:11:03.235966,SW1-Access,Delhi,Route Flapping,Warning,73,74,6.19,147,61.9
2026-05-18 23:16:03.235966,FW1-Perimeter,Pune,Latency Spike,Warning,69,70,4.22,139,42.2
2026-05-18 23:21:03.235966,SW2-Distribution,Pune,Route Flapping,Warning,23,35,1.32,58,13.2
2026-05-18 23:26:03.235966,SW2-Distribution,Delhi,Packet Loss,Warning,29,40,2.58,69,25.8
2026-05-18 23:31:03.235966,SW1-Access,Bangalore,Packet Loss,Warning,43,46,1.68,89,16.8
2026-05-18 23:36:03.235966,R2-Branch,Bangalore,Interface Down,Major,48,37,0.42,85,4.2
2026-05-18 23:41:03.235966,SW2-Distribution,Bangalore,BGP Neighbor Down,Major,30,40,2.8,70,28.0
2026-05-18 23:46:03.235966,R2-Branch,Bangalore,Route Flapping,Critical,99,95,14.15,194,141.5
2026-05-18 23:51:03.235966,R1-Core,Mumbai,Memory Utilization High,Critical,99,87,9.51,186,95.1
2026-05-18 23:56:03.235966,SW1-Access,Bangalore,Latency Spike,Warning,50,39,1.61,89,16.1
2026-05-19 00:01:03.235966,R1-Core,Bangalore,Route Flapping,Warning,36,53,1.1,89,11.0
2026-05-19 00:06:03.235966,SW1-Access,Mumbai,Memory Utilization High,Warning,56,47,0.58,103,5.8
2026-05-19 00:11:03.235966,SW1-Access,Mumbai,Latency Spike,Warning,48,54,1.65,102,16.5
2026-05-19 00:16:03.235966,FW1-Perimeter,Mumbai,Packet Loss,Warning,26,42,1.12,68,11.2
2026-05-19 00:21:03.235966,FW1-Perimeter,Pune,Memory Utilization High,Warning,66,74,5.55,140,55.5
2026-05-19 00:26:03.235966,R1-Core,Mumbai,Route Flapping,Warning,41,55,1.42,96,14.2
2026-05-19 00:31:03.235966,R2-Branch,Delhi,Memory Utilization High,Warning,59,40,0.49,99,4.9
2026-05-19 00:36:03.235966,SW1-Access,Pune,Memory Utilization High,Warning,52,47,1.47,99,14.7
2026-05-19 00:41:03.235966,SW1-Access,Bangalore,Route Flapping,Warning,71,65,6.37,136,63.7
2026-05-19 00:46:03.235966,FW1-Perimeter,Pune,Memory Utilization High,Warning,83,77,6.15,160,61.5
2026-05-19 00:51:03.235966,SW2-Distribution,Pune,Packet Loss,Critical,92,81,12.08,173,120.8
2026-05-19 00:56:03.235966,FW1-Perimeter,Bangalore,BGP Neighbor Down,Major,35,31,1.72,66,17.2
2026-05-19 01:01:03.235966,R1-Core,Bangalore,Route Flapping,Warning,29,43,2.07,72,20.7
2026-05-19 01:06:03.235966,FW1-Perimeter,Bangalore,BGP Neighbor Down,Critical,86,84,11.63,170,116.3
2026-05-19 01:11:03.235966,SW1-Access,Bangalore,Memory Utilization High,Warning,40,35,1.38,75,13.8
2026-05-19 01:16:03.235966,SW1-Access,Pune,BGP Neighbor Down,Major,83,76,6.22,159,62.2
2026-05-19 01:21:03.235966,SW2-Distribution,Delhi,Memory Utilization High,Critical,93,89,9.57,182,95.7
2026-05-19 01:26:03.235966,R2-Branch,Bangalore,Latency Spike,Warning,42,47,2.8,89,28.0
2026-05-19 01:31:03.235966,SW1-Access,Pune,Route Flapping,Warning,54,42,2.69,96,26.9
2026-05-19 01:36:03.235966,SW1-Access,Delhi,Route Flapping,Warning,38,52,0.24,90,2.4
2026-05-19 01:41:03.235966,SW1-Access,Bangalore,BGP Neighbor Down,Major,54,38,2.8,92,28.0
2026-05-19 01:46:03.235966,R1-Core,Delhi,Interface Down,Major,53,37,1.91,90,19.1
2026-05-19 01:51:03.235966,SW1-Access,Bangalore,High CPU Usage,Warning,28,30,2.89,58,28.9
2026-05-19 01:56:03.235966,SW2-Distribution,Bangalore,Packet Loss,Warning,32,54,2.89,86,28.9
2026-05-19 02:01:03.235966,SW1-Access,Mumbai,BGP Neighbor Down,Critical,87,87,11.75,174,117.5
2026-05-19 02:06:03.235966,R1-Core,Delhi,Route Flapping,Warning,31,31,2.99,62,29.9
2026-05-19 02:11:03.235966,SW2-Distribution,Delhi,High CPU Usage,Major,94,81,8.06,175,80.6
2026-05-19 02:16:03.235966,SW1-Access,Pune,High CPU Usage,Warning,54,46,1.48,100,14.8
2026-05-19 02:21:03.235966,FW1-Perimeter,Bangalore,Route Flapping,Warning,27,40,0.49,67,4.9
2026-05-19 02:26:03.235966,SW1-Access,Delhi,BGP Neighbor Down,Major,41,55,0.89,96,8.9
2026-05-19 02:31:03.235966,R2-Branch,Bangalore,BGP Neighbor Down,Major,76,65,3.43,141,34.3
2026-05-19 02:36:03.235966,R2-Branch,Bangalore,High CPU Usage,Warning,35,30,0.78,65,7.8
2026-05-19 02:41:03.235966,SW2-Distribution,Pune,Memory Utilization High,Major,94,80,9.83,174,98.3
2026-05-19 02:46:03.235966,R1-Core,Mumbai,BGP Neighbor Down,Major,30,42,2.06,72,20.6
2026-05-19 02:51:03.235966,R1-Core,Pune,Route Flapping,Warning,34,37,2.87,71,28.7
2026-05-19 02:56:03.235966,R2-Branch,Bangalore,Memory Utilization High,Warning,79,66,5.08,145,50.8
2026-05-19 03:01:03.235966,SW2-Distribution,Delhi,Latency Spike,Warning,81,79,5.98,160,59.8
2026-05-19 03:06:03.235966,R1-Core,Bangalore,Interface Down,Major,43,32,2.75,75,27.5
2026-05-19 03:11:03.235966,FW1-Perimeter,Delhi,Memory Utilization High,Warning,29,35,0.98,64,9.8
2026-05-19 03:16:03.235966,SW2-Distribution,Mumbai,Memory Utilization High,Warning,82,73,5.44,155,54.4
2026-05-19 03:21:03.235966,SW2-Distribution,Mumbai,Interface Down,Major,52,43,1.37,95,13.7
2026-05-19 03:26:03.235966,SW1-Access,Mumbai,Interface Down,Major,20,53,0.65,73,6.5
2026-05-19 03:31:03.235966,SW1-Access,Mumbai,Route Flapping,Warning,23,32,2.96,55,29.6
2026-05-19 03:36:03.235966,R1-Core,Pune,BGP Neighbor Down,Major,28,54,1.92,82,19.2
2026-05-19 03:41:03.235966,SW2-Distribution,Pune,Route Flapping,Critical,97,94,14.09,191,140.9
2026-05-19 03:46:03.235966,SW2-Distribution,Mumbai,Latency Spike,Warning,81,72,3.66,153,36.6
2026-05-19 03:51:03.235966,SW1-Access,Mumbai,BGP Neighbor Down,Warning,54,42,1.59,96,15.9
2026-05-19 03:56:03.235966,R1-Core,Mumbai,Packet Loss,Critical,99,93,11.72,192,117.2
2026-05-19 04:01:03.235966,R2-Branch,Bangalore,BGP Neighbor Down,Major,37,36,2.81,73,28.1
2026-05-19 04:06:03.235966,R1-Core,Bangalore,Interface Down,Major,60,62,4.03,122,40.3
2026-05-19 04:11:03.235966,SW2-Distribution,Mumbai,Memory Utilization High,Warning,22,42,1.32,64,13.2
2026-05-19 04:16:03.235966,R2-Branch,Mumbai,BGP Neighbor Down,Major,38,37,2.45,75,24.5
2026-05-19 04:21:03.235966,FW1-Perimeter,Pune,Route Flapping,Warning,29,51,1.56,80,15.6
2026-05-19 04:26:03.235966,SW1-Access,Pune,BGP Neighbor Down,Major,57,53,2.73,110,27.3
2026-05-19 04:31:03.235966,FW1-Perimeter,Bangalore,Latency Spike,Warning,42,50,2.01,92,20.1
2026-05-19 04:36:03.235966,FW1-Perimeter,Pune,High CPU Usage,Warning,73,59,4.5,132,45.0
2026-05-19 04:41:03.235966,FW1-Perimeter,Bangalore,High CPU Usage,Warning,34,39,2.57,73,25.7
2026-05-19 04:46:03.235966,SW2-Distribution,Mumbai,Route Flapping,Warning,46,47,1.59,93,15.9
2026-05-19 04:51:03.235966,R2-Branch,Pune,Interface Down,Major,25,44,2.54,69,25.4
2026-05-19 04:56:03.235966,R2-Branch,Mumbai,Interface Down,Major,58,49,0.12,107,1.2
2026-05-19 05:01:03.235966,FW1-Perimeter,Delhi,Interface Down,Major,41,39,2.87,80,28.7
2026-05-19 05:06:03.235966,R2-Branch,Mumbai,BGP Neighbor Down,Major,84,70,7.57,154,75.7
2026-05-19 05:11:03.235966,R2-Branch,Bangalore,BGP Neighbor Down,Critical,95,89,10.66,184,106.6
2026-05-19 05:16:03.235966,SW1-Access,Pune,Latency Spike,Warning,52,45,1.4,97,14.0
2026-05-19 05:21:03.235966,SW2-Distribution,Pune,BGP Neighbor Down,Critical,96,90,10.9,186,109.0
2026-05-19 05:26:03.235966,R2-Branch,Delhi,Route Flapping,Warning,55,48,1.74,103,17.4
2026-05-19 05:31:03.235966,SW1-Access,Delhi,High CPU Usage,Warning,34,42,1.71,76,17.1
2026-05-19 05:36:03.235966,SW2-Distribution,Pune,Route Flapping,Warning,51,53,1.93,104,19.3
2026-05-19 05:41:03.235966,SW2-Distribution,Delhi,Memory Utilization High,Warning,71,60,3.7,131,37.0
2026-05-19 05:46:03.235966,SW2-Distribution,Delhi,Packet Loss,Major,86,81,13.87,167,138.7
2026-05-19 05:51:03.235966,R1-Core,Mumbai,High CPU Usage,Warning,60,37,0.2,97,2.0
2026-05-19 05:56:03.235966,R1-Core,Delhi,BGP Neighbor Down,Warning,43,31,1.85,74,18.5
2026-05-19 06:01:03.235966,SW2-Distribution,Bangalore,Interface Down,Major,54,47,1.23,101,12.3
2026-05-19 06:06:03.235966,SW1-Access,Pune,High CPU Usage,Warning,47,55,2.82,102,28.2
2026-05-19 06:11:03.235966,R1-Core,Mumbai,Packet Loss,Warning,35,36,1.86,71,18.6
2026-05-19 06:16:03.235966,SW1-Access,Pune,Route Flapping,Warning,62,66,7.8,128,78.0
2026-05-19 06:21:03.235966,FW1-Perimeter,Delhi,Packet Loss,Critical,92,89,12.79,181,127.9
2026-05-19 06:26:03.235966,R1-Core,Mumbai,BGP Neighbor Down,Major,44,47,1.43,91,14.3
2026-05-19 06:31:03.235966,R2-Branch,Mumbai,Memory Utilization High,Warning,47,50,2.35,97,23.5
2026-05-19 06:36:03.235966,R1-Core,Mumbai,Interface Down,Major,56,45,0.81,101,8.1
2026-05-19 06:41:03.235966,SW1-Access,Mumbai,Memory Utilization High,Warning,40,30,2.88,70,28.8
2026-05-19 06:46:03.235966,R2-Branch,Bangalore,BGP Neighbor Down,Critical,94,85,11.95,179,119.5
2026-05-19 06:51:03.235966,SW2-Distribution,Pune,BGP Neighbor Down,Major,28,55,2.97,83,29.7
2026-05-19 06:56:03.235966,SW1-Access,Mumbai,Latency Spike,Warning,34,32,1.02,66,10.2
2026-05-19 07:01:03.235966,FW1-Perimeter,Bangalore,Route Flapping,Critical,95,80,12.44,175,124.4
2026-05-19 07:06:03.235966,SW2-Distribution,Delhi,Memory Utilization High,Warning,44,43,0.56,87,5.6
2026-05-19 07:11:03.235966,SW2-Distribution,Mumbai,Interface Down,Major,69,80,4.23,149,42.3
2026-05-19 07:16:03.235966,R2-Branch,Bangalore,Packet Loss,Warning,80,59,6.7,139,67.0
2026-05-19 07:21:03.235966,SW1-Access,Mumbai,Packet Loss,Warning,39,44,1.08,83,10.8
2026-05-19 07:26:03.235966,R1-Core,Delhi,Memory Utilization High,Warning,47,44,1.67,91,16.7
2026-05-19 07:31:03.235966,SW2-Distribution,Mumbai,Memory Utilization High,Warning,42,47,0.28,89,2.8
2026-05-19 07:36:03.235966,SW1-Access,Bangalore,BGP Neighbor Down,Warning,46,42,2.34,88,23.4
2026-05-19 07:41:03.235966,R2-Branch,Delhi,Packet Loss,Warning,65,59,4.34,124,43.4
2026-05-19 07:46:03.235966,SW2-Distribution,Delhi,Route Flapping,Warning,47,38,1.26,85,12.6
2026-05-19 07:51:03.235966,R1-Core,Pune,Memory Utilization High,Warning,35,53,1.88,88,18.8
2026-05-19 07:56:03.235966,FW1-Perimeter,Delhi,Route Flapping,Warning,28,39,0.02,67,0.2
2026-05-19 08:01:03.235966,SW1-Access,Bangalore,Latency Spike,Warning,70,69,4.67,139,46.7
2026-05-19 08:06:03.235966,FW1-Perimeter,Delhi,Packet Loss,Warning,58,52,0.6,110,6.0
2026-05-19 08:11:03.235966,R2-Branch,Bangalore,Packet Loss,Critical,94,95,14.77,189,147.7
2026-05-19 08:16:03.235966,SW1-Access,Bangalore,Memory Utilization High,Warning,45,41,0.34,86,3.4
2026-05-19 08:21:03.235966,R2-Branch,Delhi,Route Flapping,Warning,77,55,7.77,132,77.7
2026-05-19 08:26:03.235966,R2-Branch,Bangalore,Latency Spike,Warning,82,57,7.09,139,70.9
2026-05-19 08:31:03.235966,SW2-Distribution,Bangalore,High CPU Usage,Warning,39,37,0.76,76,7.6
2026-05-19 08:36:03.235966,SW2-Distribution,Bangalore,Memory Utilization High,Warning,58,45,1.75,103,17.5
2026-05-19 08:41:03.235966,FW1-Perimeter,Bangalore,Memory Utilization High,Warning,43,52,2.69,95,26.9
2026-05-19 08:46:03.235966,FW1-Perimeter,Mumbai,High CPU Usage,Warning,35,51,1.99,86,19.9
2026-05-19 08:51:03.235966,FW1-Perimeter,Mumbai,Latency Spike,Warning,45,54,0.99,99,9.9
2026-05-19 08:56:03.235966,SW2-Distribution,Mumbai,Memory Utilization High,Warning,36,37,1.53,73,15.3
2026-05-19 09:01:03.235966,FW1-Perimeter,Delhi,Memory Utilization High,Warning,45,44,2.32,89,23.2
2026-05-19 09:06:03.235966,FW1-Perimeter,Delhi,Route Flapping,Warning,21,45,0.31,66,3.1
2026-05-19 09:11:03.235966,R1-Core,Mumbai,Packet Loss,Warning,83,59,4.74,142,47.4
2026-05-19 09:16:03.235966,SW2-Distribution,Delhi,BGP Neighbor Down,Major,42,45,0.29,87,2.9
2026-05-19 09:21:03.235966,SW1-Access,Mumbai,BGP Neighbor Down,Major,27,30,2.55,57,25.5
2026-05-19 09:26:03.235966,R2-Branch,Delhi,Route Flapping,Warning,55,35,0.99,90,9.9
2026-05-19 09:31:03.235966,SW2-Distribution,Delhi,BGP Neighbor Down,Major,80,60,3.93,140,39.3
2026-05-19 09:36:03.235966,R1-Core,Delhi,High CPU Usage,Warning,47,42,0.01,89,0.1
2026-05-19 09:41:03.235966,R2-Branch,Pune,Interface Down,Major,85,80,3.31,165,33.1
2026-05-19 09:46:03.235966,FW1-Perimeter,Delhi,BGP Neighbor Down,Warning,32,44,0.34,76,3.4
2026-05-19 09:51:03.235966,FW1-Perimeter,Pune,Packet Loss,Warning,59,42,1.76,101,17.6
2026-05-19 09:56:03.235966,SW1-Access,Bangalore,Memory Utilization High,Warning,81,77,7.0,158,70.0
2026-05-19 10:01:03.235966,FW1-Perimeter,Mumbai,Interface Down,Major,70,58,4.19,128,41.9
2026-05-19 10:06:03.235966,R2-Branch,Bangalore,High CPU Usage,Warning,28,48,1.15,76,11.5
2026-05-19 10:11:03.235966,SW2-Distribution,Delhi,Packet Loss,Warning,51,39,0.42,90,4.2
2026-05-19 10:16:03.235966,SW2-Distribution,Mumbai,Latency Spike,Major,85,95,8.96,180,89.6
2026-05-19 10:21:03.235966,FW1-Perimeter,Bangalore,Route Flapping,Warning,51,43,2.13,94,21.3
2026-05-19 10:26:03.235966,SW2-Distribution,Delhi,Packet Loss,Warning,21,55,2.28,76,22.8
2026-05-19 10:31:03.235966,R1-Core,Pune,Memory Utilization High,Warning,38,35,2.34,73,23.4
2026-05-19 10:36:03.235966,SW2-Distribution,Mumbai,Packet Loss,Warning,37,54,1.63,91,16.3
2026-05-19 10:41:03.235966,FW1-Perimeter,Mumbai,Route Flapping,Warning,74,72,4.09,146,40.9
2026-05-19 10:46:03.235966,R1-Core,Delhi,Latency Spike,Warning,22,44,0.79,66,7.9
2026-05-19 10:51:03.235966,R1-Core,Bangalore,BGP Neighbor Down,Critical,88,87,9.47,175,94.7
2026-05-19 10:56:03.235966,FW1-Perimeter,Pune,Packet Loss,Critical,98,85,12.31,183,123.1
2026-05-19 11:01:03.235966,R2-Branch,Mumbai,High CPU Usage,Warning,54,38,1.79,92,17.9
2026-05-19 11:06:03.235966,SW1-Access,Pune,BGP Neighbor Down,Warning,37,46,2.96,83,29.6
2026-05-19 11:11:03.235966,R2-Branch,Bangalore,Packet Loss,Critical,93,84,12.91,177,129.1
2026-05-19 11:16:03.235966,SW1-Access,Delhi,Memory Utilization High,Warning,81,67,5.45,148,54.5
2026-05-19 11:21:03.235966,SW1-Access,Bangalore,Latency Spike,Warning,24,50,2.38,74,23.8
2026-05-19 11:26:03.235966,R1-Core,Bangalore,Packet Loss,Warning,37,52,2.81,89,28.1
2026-05-19 11:31:03.235966,SW2-Distribution,Bangalore,Interface Down,Major,20,54,2.54,74,25.4
2026-05-19 11:36:03.235966,SW2-Distribution,Pune,Packet Loss,Critical,97,86,14.78,183,147.8
2026-05-19 11:41:03.235966,SW2-Distribution,Pune,High CPU Usage,Warning,38,40,1.64,78,16.4
2026-05-19 11:46:03.235966,FW1-Perimeter,Bangalore,Interface Down,Major,81,79,3.24,160,32.4
2026-05-19 11:51:03.235966,SW2-Distribution,Mumbai,Route Flapping,Warning,30,44,1.37,74,13.7
2026-05-19 11:56:03.235966,R2-Branch,Delhi,Route Flapping,Critical,94,85,14.12,179,141.2
2026-05-19 12:01:03.235966,R1-Core,Pune,High CPU Usage,Warning,43,51,2.71,94,27.1
2026-05-19 12:06:03.235966,R1-Core,Bangalore,Route Flapping,Warning,83,77,6.78,160,67.8
2026-05-19 12:11:03.235966,R1-Core,Mumbai,High CPU Usage,Warning,50,32,0.4,82,4.0
2026-05-19 12:16:03.235966,FW1-Perimeter,Bangalore,Route Flapping,Warning,41,33,2.96,74,29.6
2026-05-19 12:21:03.235966,R2-Branch,Bangalore,Interface Down,Major,44,32,2.19,76,21.9
2026-05-19 12:26:03.235966,SW1-Access,Pune,High CPU Usage,Warning,28,50,2.98,78,29.8
2026-05-19 12:31:03.235966,R1-Core,Mumbai,High CPU Usage,Warning,65,69,4.76,134,47.6
2026-05-19 12:36:03.235966,R2-Branch,Bangalore,Interface Down,Major,74,61,3.43,135,34.3
2026-05-19 12:41:03.235966,R1-Core,Bangalore,High CPU Usage,Warning,47,40,2.37,87,23.7
2026-05-19 12:46:03.235966,SW1-Access,Mumbai,Packet Loss,Warning,58,49,2.16,107,21.6
2026-05-19 12:51:03.235966,R1-Core,Pune,Route Flapping,Warning,58,46,0.57,104,5.7
2026-05-19 12:56:03.235966,SW1-Access,Mumbai,Interface Down,Major,85,62,5.47,147,54.7
2026-05-19 13:01:03.235966,FW1-Perimeter,Mumbai,High CPU Usage,Warning,20,41,2.8,61,28.0
2026-05-19 13:06:03.235966,SW2-Distribution,Bangalore,Latency Spike,Warning,31,54,1.41,85,14.1
2026-05-19 13:11:03.235966,R1-Core,Mumbai,Interface Down,Warning,20,38,0.65,58,6.5
2026-05-19 13:16:03.235966,SW2-Distribution,Pune,BGP Neighbor Down,Major,76,79,5.08,155,50.8
2026-05-19 13:21:03.235966,FW1-Perimeter,Delhi,High CPU Usage,Warning,39,32,1.53,71,15.3
2026-05-19 13:26:03.235966,R2-Branch,Pune,BGP Neighbor Down,Major,60,54,2.5,114,25.0
2026-05-19 13:31:03.235966,SW1-Access,Bangalore,Route Flapping,Warning,67,56,4.22,123,42.2
2026-05-19 13:36:03.235966,R1-Core,Bangalore,BGP Neighbor Down,Major,61,64,6.33,125,63.3
2026-05-19 13:41:03.235966,R1-Core,Mumbai,Packet Loss,Warning,82,55,3.82,137,38.2
2026-05-19 13:46:03.235966,FW1-Perimeter,Pune,Packet Loss,Warning,28,53,2.34,81,23.4
2026-05-19 13:51:03.235966,R1-Core,Mumbai,Packet Loss,Warning,47,38,1.57,85,15.7
2026-05-19 13:56:03.235966,FW1-Perimeter,Mumbai,Latency Spike,Warning,52,41,0.17,93,1.7
2026-05-19 14:01:03.235966,FW1-Perimeter,Delhi,Memory Utilization High,Warning,36,54,0.31,90,3.1
2026-05-19 14:06:03.235966,R1-Core,Delhi,Interface Down,Major,60,56,7.29,116,72.9
2026-05-19 14:11:03.235966,SW2-Distribution,Pune,Latency Spike,Warning,29,35,2.79,64,27.9
2026-05-19 14:16:03.235966,R1-Core,Bangalore,Packet Loss,Warning,35,43,2.75,78,27.5
2026-05-19 14:21:03.235966,SW1-Access,Mumbai,Interface Down,Major,27,46,2.02,73,20.2
2026-05-19 14:26:03.235966,FW1-Perimeter,Mumbai,Route Flapping,Critical,87,94,14.06,181,140.6
2026-05-19 14:31:03.235966,SW1-Access,Mumbai,Memory Utilization High,Warning,20,41,0.6,61,6.0
2026-05-19 14:36:03.235966,SW1-Access,Delhi,Latency Spike,Warning,57,45,2.99,102,29.9
2026-05-19 14:41:03.235966,R2-Branch,Delhi,Packet Loss,Warning,46,30,0.7,76,7.0
2026-05-19 14:46:03.235966,R1-Core,Pune,Interface Down,Major,44,53,2.18,97,21.8
2026-05-19 14:51:03.235966,R2-Branch,Bangalore,Interface Down,Major,23,34,2.13,57,21.3
2026-05-19 14:56:03.235966,R2-Branch,Bangalore,Interface Down,Major,71,69,7.87,140,78.7
2026-05-19 15:01:03.235966,FW1-Perimeter,Delhi,Interface Down,Major,72,57,5.96,129,59.6
2026-05-19 15:06:03.235966,R2-Branch,Delhi,Latency Spike,Warning,40,55,1.18,95,11.8
2026-05-19 15:11:03.235966,SW1-Access,Pune,High CPU Usage,Warning,34,32,2.83,66,28.3
2026-05-19 15:16:03.235966,FW1-Perimeter,Mumbai,Route Flapping,Warning,30,44,1.4,74,14.0
2026-05-19 15:21:03.235966,R1-Core,Pune,Route Flapping,Critical,91,94,10.16,185,101.6
2026-05-19 15:26:03.235966,R1-Core,Mumbai,Interface Down,Major,39,52,2.09,91,20.9
2026-05-19 15:31:03.235966,SW1-Access,Delhi,Interface Down,Major,35,41,1.19,76,11.9
2026-05-19 15:36:03.235966,SW1-Access,Delhi,Memory Utilization High,Warning,45,44,1.67,89,16.7
2026-05-19 15:41:03.235966,R2-Branch,Mumbai,Latency Spike,Warning,28,33,0.04,61,0.4
2026-05-19 15:46:03.235966,R2-Branch,Delhi,BGP Neighbor Down,Major,45,41,2.06,86,20.6
2026-05-19 15:51:03.235966,FW1-Perimeter,Pune,Packet Loss,Major,87,80,14.98,167,149.8
2026-05-19 15:56:03.235966,SW2-Distribution,Delhi,Route Flapping,Warning,41,33,0.13,74,1.3
2026-05-19 16:01:03.235966,R1-Core,Delhi,Route Flapping,Critical,98,92,11.47,190,114.7
2026-05-19 16:06:03.235966,SW2-Distribution,Delhi,High CPU Usage,Warning,31,38,0.84,69,8.4
2026-05-19 16:11:03.235966,R1-Core,Delhi,Route Flapping,Warning,75,68,7.41,143,74.1
2026-05-19 16:16:03.235966,R1-Core,Mumbai,Latency Spike,Warning,28,43,0.6,71,6.0
2026-05-19 16:21:03.235966,FW1-Perimeter,Delhi,Route Flapping,Warning,85,72,6.97,157,69.7
2026-05-19 16:26:03.235966,SW1-Access,Bangalore,Memory Utilization High,Warning,51,41,2.74,92,27.4
2026-05-19 16:31:03.235966,SW1-Access,Bangalore,Interface Down,Warning,21,40,1.79,61,17.9
2026-05-19 16:36:03.235966,SW1-Access,Mumbai,Memory Utilization High,Warning,75,71,4.79,146,47.9
2026-05-19 16:41:03.235966,R2-Branch,Delhi,Latency Spike,Warning,35,38,1.6,73,16.0
2026-05-19 16:46:03.235966,R1-Core,Delhi,Latency Spike,Warning,44,41,2.81,85,28.1
2026-05-19 16:51:03.235966,R2-Branch,Delhi,Packet Loss,Warning,40,55,2.21,95,22.1
2026-05-19 16:56:03.235966,FW1-Perimeter,Mumbai,Memory Utilization High,Warning,71,73,5.82,144,58.2
2026-05-19 17:01:03.235966,R2-Branch,Bangalore,Interface Down,Major,31,45,0.11,76,1.1
2026-05-19 17:06:03.235966,R2-Branch,Mumbai,High CPU Usage,Warning,20,40,2.75,60,27.5
2026-05-19 17:11:03.235966,R2-Branch,Pune,High CPU Usage,Warning,85,65,3.3,150,33.0
2026-05-19 17:16:03.235966,FW1-Perimeter,Delhi,Packet Loss,Warning,76,66,7.8,142,78.0
2026-05-19 17:21:03.235966,SW2-Distribution,Mumbai,BGP Neighbor Down,Warning,40,34,2.93,74,29.3
2026-05-19 17:26:03.235966,SW2-Distribution,Pune,Memory Utilization High,Warning,55,52,2.67,107,26.7
2026-05-19 17:31:03.235966,SW1-Access,Delhi,BGP Neighbor Down,Major,65,67,4.53,132,45.3
2026-05-19 17:36:03.235966,R2-Branch,Mumbai,Memory Utilization High,Major,97,81,9.27,178,92.7
2026-05-19 17:41:03.235966,FW1-Perimeter,Delhi,BGP Neighbor Down,Major,63,70,3.7,133,37.0
2026-05-19 17:46:03.235966,SW1-Access,Pune,BGP Neighbor Down,Warning,25,52,2.01,77,20.1
2026-05-19 17:51:03.235966,SW2-Distribution,Mumbai,Packet Loss,Warning,35,52,0.2,87,2.0
2026-05-19 17:56:03.235966,R1-Core,Mumbai,High CPU Usage,Warning,48,53,1.26,101,12.6
2026-05-19 18:01:03.235966,SW2-Distribution,Bangalore,Memory Utilization High,Critical,96,92,8.71,188,87.1
2026-05-19 18:06:03.235966,FW1-Perimeter,Delhi,Packet Loss,Warning,24,55,2.54,79,25.4
2026-05-19 18:11:03.235966,R1-Core,Pune,Route Flapping,Warning,26,32,1.03,58,10.3
2026-05-19 18:16:03.235966,R2-Branch,Mumbai,Memory Utilization High,Warning,25,40,1.78,65,17.8
2026-05-19 18:21:03.235966,SW2-Distribution,Mumbai,High CPU Usage,Warning,30,49,2.67,79,26.7
2026-05-19 18:26:03.235966,R1-Core,Mumbai,BGP Neighbor Down,Warning,32,43,2.09,75,20.9
2026-05-19 18:31:03.235966,FW1-Perimeter,Pune,Route Flapping,Warning,69,62,3.48,131,34.8
2026-05-19 18:36:03.235966,FW1-Perimeter,Bangalore,Packet Loss,Warning,43,30,1.28,73,12.8
2026-05-19 18:41:03.235966,FW1-Perimeter,Bangalore,Packet Loss,Warning,21,36,0.51,57,5.1
2026-05-19 18:46:03.235966,R1-Core,Bangalore,Route Flapping,Warning,69,80,4.99,149,49.9
2026-05-19 18:51:03.235966,SW1-Access,Mumbai,Route Flapping,Warning,72,60,4.86,132,48.6
2026-05-19 18:56:03.235966,SW1-Access,Delhi,High CPU Usage,Warning,36,44,1.4,80,14.0
2026-05-19 19:01:03.235966,SW1-Access,Mumbai,Latency Spike,Warning,26,32,2.0,58,20.0
2026-05-19 19:06:03.235966,FW1-Perimeter,Bangalore,BGP Neighbor Down,Critical,92,81,13.89,173,138.9
2026-05-19 19:11:03.235966,SW2-Distribution,Bangalore,Route Flapping,Warning,35,45,0.9,80,9.0
2026-05-19 19:16:03.235966,R1-Core,Delhi,High CPU Usage,Warning,48,35,2.85,83,28.5
